EC_Number	BiGG_Reaction
4.2.3.153	NOT_IN_BIGG_DATABASE
4.2.3.156	NOT_IN_BIGG_DATABASE
4.2.3.3	MGSA
4.2.3.4	DHQS
4.2.3.4	DHQS_1
4.2.3.5	CHORS
4.2.3.5	CHRS
4.2.99.18	NOT_IN_BIGG_DATABASE
4.2.99.20	2S6HCCi
4.2.99.20	SHCHCS3
4.2.99.21	SALSYN
4.3.1.1	ASPT
4.3.1.12	ORNCD
4.3.1.15	DAPAL
4.3.1.15	SERD_L
4.3.1.15	SER_AL
4.3.1.15	THRAL
4.3.1.16	NOT_IN_BIGG_DATABASE
4.3.1.17	2AMACHYD
4.3.1.17	SERD_L
4.3.1.17	SERHL
4.3.1.17	SER_AL
4.3.1.17	THRAL
4.3.1.18	SERD_D
4.3.1.19	SERD_L
4.3.1.19	SER_AL
4.3.1.19	TAL
4.3.1.19	THRAL
4.3.1.19	THRD_L
4.3.1.19	THRD_Lm
4.3.1.3	HISDr
4.3.1.7	ETHAAL
4.3.2.1	ARGSL
4.3.2.10	NOT_IN_BIGG_DATABASE
4.3.2.2	ADSL1r
4.3.2.2	ADSL2r
4.3.2.3	NOT_IN_BIGG_DATABASE
4.3.2.7	NOT_IN_BIGG_DATABASE
4.3.2.9	NOT_IN_BIGG_DATABASE
4.3.3.6	GAM
4.3.3.6	GLUN
4.3.3.6	GLUNm
4.3.3.6	GLUNpp
4.3.3.6	PYDXS
4.3.3.7	NOT_IN_BIGG_DATABASE
4.3.99.3	CDGS
4.4.1.1	CTINBL
4.4.1.1	CYS
4.4.1.1	CYSDS
4.4.1.1	CYSLYSL
4.4.1.1	CYSSADS
4.4.1.1	CYSTBL
4.4.1.1	CYSTGL
4.4.1.1	HSDA
4.4.1.1	SELCYSTGL
4.4.1.1	TRPAS1
4.4.1.11	METGL
4.4.1.13	NOT_IN_BIGG_DATABASE
4.4.1.15	CYSDDS
4.4.1.16	NOT_IN_BIGG_DATABASE
4.4.1.19	NOT_IN_BIGG_DATABASE
4.4.1.21	RHCCE
4.4.1.21	RHCYS
4.4.1.22	FALGTHLs
4.4.1.24	NOT_IN_BIGG_DATABASE
4.4.1.25	NOT_IN_BIGG_DATABASE
4.4.1.3	NOT_IN_BIGG_DATABASE
4.4.1.37	NOT_IN_BIGG_DATABASE
4.4.1.5	GLYOX_1
4.4.1.5	LGTHL
4.6.1.1	ADECn
4.6.1.1	ADNCYC
4.6.1.1	GUAC
4.6.1.1	GUACYC
4.6.1.1	GUACn
4.6.1.12	MCS
4.6.1.12	MECDPS
4.6.1.15	NOT_IN_BIGG_DATABASE
4.6.1.17	NOT_IN_BIGG_DATABASE
4.6.1.19	NOT_IN_BIGG_DATABASE
4.6.1.21	NOT_IN_BIGG_DATABASE
4.7.1.1	NOT_IN_BIGG_DATABASE
4.98.1.1	NOT_IN_BIGG_DATABASE
4.99.1.1	FCLT
4.99.1.1	FCLT_1
4.99.1.1	FCLT_2
4.99.1.1	FCLTm
4.99.1.12	NOT_IN_BIGG_DATABASE
4.99.1.4	SHCHF
4.99.1.4	SHCHF_1
4.99.1.4	SHCHF_2
4.99.1.9	NOT_IN_BIGG_DATABASE
5.1.1.-	NOT_IN_BIGG_DATABASE
5.1.1.1	ALAR
5.1.1.10	SERR
5.1.1.12	NOT_IN_BIGG_DATABASE
5.1.1.13	ASPR
5.1.1.17	NOT_IN_BIGG_DATABASE
5.1.1.20	ALAGLUE
5.1.1.25	NOT_IN_BIGG_DATABASE
5.1.1.3	GLUR
5.1.1.7	DAPE
5.1.2.3	NOT_IN_BIGG_DATABASE
5.1.3.-	ALLULPE
5.1.3.1	RPE
5.1.3.1	RPEh
5.1.3.10	NOT_IN_BIGG_DATABASE
5.1.3.13	TDPDRE
5.1.3.14	UAG2E
5.1.3.14	UAG2EMA
5.1.3.14	r0113
5.1.3.15	G6PI
5.1.3.15	G6PI_1
5.1.3.15	G6PIh
5.1.3.2	UAG4E
5.1.3.2	UAG4Ei
5.1.3.2	UDPG4E
5.1.3.20	AGMHE
5.1.3.22	X5PL3E
5.1.3.23	NOT_IN_BIGG_DATABASE
5.1.3.25	NOT_IN_BIGG_DATABASE
5.1.3.26	NOT_IN_BIGG_DATABASE
5.1.3.29	NOT_IN_BIGG_DATABASE
5.1.3.3	A1E
5.1.3.3	GALM2
5.1.3.3	GALM2pp
5.1.3.3	GalMr
5.1.3.32	NOT_IN_BIGG_DATABASE
5.1.3.4	RBP4E
5.1.3.6	UGE
5.1.3.9	AMANAPEr
5.1.99.-	NOT_IN_BIGG_DATABASE
5.1.99.1	MME
5.1.99.1	MMEm
5.1.99.3	NOT_IN_BIGG_DATABASE
5.1.99.5	NOT_IN_BIGG_DATABASE
5.1.99.6	NOT_IN_BIGG_DATABASE
5.1.99.7	NOT_IN_BIGG_DATABASE
5.1.99.8	NOT_IN_BIGG_DATABASE
5.2.1.1	MALEI
5.2.1.2	MAAIn
5.2.1.2	MACACI
5.2.1.8	NOT_IN_BIGG_DATABASE
5.3.1.-	GALAM6PISO
5.3.1.-	LYXI
5.3.1.1	TPI
5.3.1.1	TPIh
5.3.1.12	GUI1
5.3.1.12	GUI2
5.3.1.13	A5PISO
5.3.1.14	RMI
5.3.1.16	PRICIh
5.3.1.16	PRMICI
5.3.1.17	NOT_IN_BIGG_DATABASE
5.3.1.22	HPI
5.3.1.22	HPYRI
5.3.1.23	MTRI
5.3.1.24	PRAI
5.3.1.24	PRAIi
5.3.1.25	NOT_IN_BIGG_DATABASE
5.3.1.28	S7PI
5.3.1.30	NOT_IN_BIGG_DATABASE
5.3.1.31	NOT_IN_BIGG_DATABASE
5.3.1.33	NOT_IN_BIGG_DATABASE
5.3.1.34	NOT_IN_BIGG_DATABASE
5.3.1.35	NOT_IN_BIGG_DATABASE
5.3.1.4	ARAI
5.3.1.5	ARAI
5.3.1.5	XYLI1
5.3.1.5	XYLI2
5.3.1.6	ALLPI
5.3.1.6	RPI
5.3.1.6	RPIh
5.3.1.6	r0249
5.3.1.8	MAN6PI
5.3.1.8	MPAKI
5.3.1.9	G6PI
5.3.1.9	G6PI2
5.3.1.9	G6PI3
5.3.1.9	G6PI_1
5.3.1.9	G6PIh
5.3.1.9	PGI
5.3.1.9	PGIA
5.3.1.9	PGIAh
5.3.1.9	PGIBh
5.3.2.-	NOT_IN_BIGG_DATABASE
5.3.2.6	34HPPYRI
5.3.2.6	4OT
5.3.2.6	4OT2
5.3.2.8	NOT_IN_BIGG_DATABASE
5.3.3.-	NOT_IN_BIGG_DATABASE
5.3.3.14	NOT_IN_BIGG_DATABASE
5.3.3.17	NOT_IN_BIGG_DATABASE
5.3.3.18	NOT_IN_BIGG_DATABASE
5.3.3.2	IDIh
5.3.3.2	IPDDI
5.3.3.2	IPDDIx
5.3.3.4	MUCLI
5.3.99.11	NOT_IN_BIGG_DATABASE
5.4.1.3	NOT_IN_BIGG_DATABASE
5.4.1.4	NOT_IN_BIGG_DATABASE
5.4.2.10	PGAMT
5.4.2.11	PGM
5.4.2.11	PGMf
5.4.2.11	PGMm
5.4.2.12	PGM
5.4.2.12	PGMf
5.4.2.12	PGMm
5.4.2.2	PGCM
5.4.2.2	PGMT
5.4.2.2	PGMTh
5.4.2.2	PPM
5.4.2.2	PPMh
5.4.2.6	PGMT_B
5.4.2.7	PPM
5.4.2.7	PPM2
5.4.2.7	PPMh
5.4.3.-	NOT_IN_BIGG_DATABASE
5.4.3.2	LYSAM
5.4.3.8	G1SAT
5.4.3.8	G1SAT_1
5.4.4.2	ICHORS
5.4.99.-	NOT_IN_BIGG_DATABASE
5.4.99.12	NOT_IN_BIGG_DATABASE
5.4.99.15	NOT_IN_BIGG_DATABASE
5.4.99.16	MTI
5.4.99.17	SQLC
5.4.99.18	AIRC3
5.4.99.19	NOT_IN_BIGG_DATABASE
5.4.99.2	MMM2
5.4.99.2	MMMm
5.4.99.20	NOT_IN_BIGG_DATABASE
5.4.99.22	NOT_IN_BIGG_DATABASE
5.4.99.23	NOT_IN_BIGG_DATABASE
5.4.99.24	NOT_IN_BIGG_DATABASE
5.4.99.25	NOT_IN_BIGG_DATABASE
5.4.99.26	NOT_IN_BIGG_DATABASE
5.4.99.27	NOT_IN_BIGG_DATABASE
5.4.99.28	NOT_IN_BIGG_DATABASE
5.4.99.29	NOT_IN_BIGG_DATABASE
5.4.99.5	CHORM
5.4.99.5	CHRM
5.4.99.60	CODSCL8XI
5.4.99.60	CPC8MM
5.4.99.61	PC8XM
5.4.99.62	NOT_IN_BIGG_DATABASE
5.4.99.63	NOT_IN_BIGG_DATABASE
5.5.1.1	MUCCYCI
5.5.1.2	MUCCY_kt
5.5.1.25	NOT_IN_BIGG_DATABASE
5.5.1.27	NOT_IN_BIGG_DATABASE
5.5.1.4	MI1PS
5.5.1.4	MI3PS
5.5.1.4	MI3PSB
5.6.1.7	NOT_IN_BIGG_DATABASE
5.6.2.1	NOT_IN_BIGG_DATABASE
5.6.2.2	NOT_IN_BIGG_DATABASE
5.6.2.3	NOT_IN_BIGG_DATABASE
5.6.2.4	NOT_IN_BIGG_DATABASE
5.6.2.6	NOT_IN_BIGG_DATABASE
5.6.2.7	NOT_IN_BIGG_DATABASE
6.1.1.-	NOT_IN_BIGG_DATABASE
6.1.1.1	TYRTRS
6.1.1.1	TYRTRSm
6.1.1.10	METTRS
6.1.1.10	METTRSm
6.1.1.11	SECYSTL
6.1.1.11	SERTRS
6.1.1.11	SERTRS2
6.1.1.12	ASPTRS
6.1.1.12	ASPTRS_Asn
6.1.1.12	ASPTRSm
6.1.1.14	GLYTLm
6.1.1.14	GLYTRS
6.1.1.15	CYSTRS
6.1.1.15	PROTRS
6.1.1.16	CYSTRS
6.1.1.17	GLUTRS
6.1.1.17	GLUTRS_1
6.1.1.17	GLUTRSm
6.1.1.18	GLNTRS
6.1.1.19	ARGTRS
6.1.1.19	ARGTRSm
6.1.1.2	TRPTRS
6.1.1.2	TRPTRSm
6.1.1.20	PHETRS
6.1.1.20	PHETRSm
6.1.1.21	HISTRS
6.1.1.21	HISTRSm
6.1.1.22	ASNTRS
6.1.1.22	ASNTRS_1
6.1.1.22	ASNTRSm
6.1.1.23	ASPTRS
6.1.1.23	ASPTRS_Asn
6.1.1.23	ASPTRSm
6.1.1.3	THRTRS
6.1.1.3	THRTRSm
6.1.1.4	LEUTRS
6.1.1.4	LEUTRSm
6.1.1.5	ILETRS
6.1.1.5	ILETRSm
6.1.1.6	LYSTRS
6.1.1.6	LYSTRSm
6.1.1.7	ALATL
6.1.1.7	ALATRS
6.1.1.9	VALTLh
6.1.1.9	VALTRS
6.1.1.9	VALTRSm
6.1.3.1	NOT_IN_BIGG_DATABASE
6.2.1.-	PACCOAL2
6.2.1.1	ACS
6.2.1.1	ACSm
6.2.1.1	ACSp
6.2.1.1	r0068
6.2.1.1	r0097
6.2.1.17	ACCOALm
6.2.1.17	ACS2
6.2.1.17	PPACOALh
6.2.1.17	PPACOALm
6.2.1.20	AACPS1
6.2.1.20	AACPS1_1
6.2.1.20	AACPS2
6.2.1.20	AACPS3
6.2.1.20	AACPS3_1
6.2.1.20	AACPS6
6.2.1.20	AACPS6_1
6.2.1.20	AACPS8
6.2.1.22	NOT_IN_BIGG_DATABASE
6.2.1.26	SUCBZL
6.2.1.3	FACOAL100p
6.2.1.3	FACOAL120p
6.2.1.3	FACOAL141
6.2.1.3	FACOAL141p
6.2.1.3	FACOAL160
6.2.1.3	FACOAL160p
6.2.1.3	FACOAL180
6.2.1.3	FACOAL180_2
6.2.1.3	FACOAL1821
6.2.1.3	FACOAL1832
6.2.1.3	FACOAL80
6.2.1.3	FACOAL80p
6.2.1.3	OCDCAFATPc
6.2.1.3	PALFATPtc
6.2.1.3	r0311
6.2.1.3	r0650
6.2.1.3	r0651
6.2.1.3	r1257
6.2.1.30	PACCOAL
6.2.1.31	NOT_IN_BIGG_DATABASE
6.2.1.4	ITCOAL1m
6.2.1.4	SUCOAS1m
6.2.1.41	NOT_IN_BIGG_DATABASE
6.2.1.44	NOT_IN_BIGG_DATABASE
6.2.1.48	NOT_IN_BIGG_DATABASE
6.2.1.5	ITCOALm
6.2.1.5	SUCLm
6.2.1.5	SUCOAS
6.2.1.5	SUCOASm
6.2.1.54	NOT_IN_BIGG_DATABASE
6.2.1.76	NOT_IN_BIGG_DATABASE
6.2.1.9	NOT_IN_BIGG_DATABASE
6.3.1.-	NOT_IN_BIGG_DATABASE
6.3.1.1	ASNS2
6.3.1.10	ADCPS1
6.3.1.10	ADCPS2
6.3.1.11	GGPTRCS
6.3.1.2	GALh
6.3.1.2	GALm
6.3.1.2	GLNS
6.3.1.2	GLNSP1
6.3.1.2	GLNSP2
6.3.1.2	GLNSP3
6.3.1.20	LIPATPT
6.3.1.20	RE1944C
6.3.1.5	NADS1
6.3.1.5	NADS1m
6.3.1.5	NADS1n
6.3.2.-	NOT_IN_BIGG_DATABASE
6.3.2.1	PANTS
6.3.2.1	PBAL
6.3.2.1	PBALm
6.3.2.10	UGLDDS1
6.3.2.10	UGLDDS2
6.3.2.10	UGMDDS
6.3.2.12	DHFS
6.3.2.12	DHFS_1
6.3.2.13	UAAGDS
6.3.2.14	NOT_IN_BIGG_DATABASE
6.3.2.17	10FTHFGLULL
6.3.2.17	10FTHFGLULLm
6.3.2.17	DHFS
6.3.2.17	DHFS_1
6.3.2.17	FPGS_tm
6.3.2.17	THFGLUS
6.3.2.17	THFGLUS_1
6.3.2.2	GCL
6.3.2.2	GLUCYS
6.3.2.3	GTHS
6.3.2.3	GTHS_1
6.3.2.33	H4MPTGL_atp
6.3.2.38	NOT_IN_BIGG_DATABASE
6.3.2.39	NOT_IN_BIGG_DATABASE
6.3.2.4	ALAALAr
6.3.2.45	NOT_IN_BIGG_DATABASE
6.3.2.5	PPNCL
6.3.2.5	PPNCL2
6.3.2.5	PPNCL3
6.3.2.54	NOT_IN_BIGG_DATABASE
6.3.2.55	NOT_IN_BIGG_DATABASE
6.3.2.56	NOT_IN_BIGG_DATABASE
6.3.2.6	PRAISh
6.3.2.6	PRASCSi
6.3.2.8	UAMAS
6.3.2.9	UAMAGS
6.3.3.1	PRAIS
6.3.3.1	PRAIS_1
6.3.3.1	PRFGCL
6.3.3.1	PRFGCLh
6.3.3.2	FTCL
6.3.3.2	FTHFCL
6.3.3.2	FTHFCLm
6.3.3.3	DBTS
6.3.4.12	NOT_IN_BIGG_DATABASE
6.3.4.13	PPRGL
6.3.4.13	PPRGLh
6.3.4.13	PRAGSr
6.3.4.14	BTNC
6.3.4.15	BACCL
6.3.4.15	BACCLm
6.3.4.18	AIRC2
6.3.4.19	NOT_IN_BIGG_DATABASE
6.3.4.2	CTPS1
6.3.4.2	CTPS2
6.3.4.2	GAM
6.3.4.2	GLUN
6.3.4.2	GLUNm
6.3.4.2	GLUNpp
6.3.4.20	CCGS
6.3.4.21	NAMNPP
6.3.4.3	FTHFLi
6.3.4.3	FTHFLmi
6.3.4.4	ADSS
6.3.4.4	ADSSh
6.3.4.5	ARGSS
6.3.4.5	ARGSS_1
6.3.5.-	GLNSP2
6.3.5.1	DNGALh
6.3.5.1	NADS1
6.3.5.1	NADS1m
6.3.5.1	NADS1n
6.3.5.1	NADS2
6.3.5.10	ADCYRS
6.3.5.11	NOT_IN_BIGG_DATABASE
6.3.5.2	6TXAN5MPAML
6.3.5.2	GAM
6.3.5.2	GLUN
6.3.5.2	GLUNm
6.3.5.2	GLUNpp
6.3.5.2	GMPS
6.3.5.2	GMPS2
6.3.5.2	GMPS_glu_m
6.3.5.2	GMPSm
6.3.5.3	PRFGS
6.3.5.3	PRFGS_1
6.3.5.3	PRFGSh
6.3.5.4	ASNS1
6.3.5.4	ASNS2
6.3.5.4	GAM
6.3.5.4	GLUN
6.3.5.4	GLUNm
6.3.5.4	GLUNpp
6.3.5.5	CBPS
6.3.5.5	CBPSam
6.3.5.5	CBPSn
6.3.5.5	GAM
6.3.5.5	GLUN
6.3.5.5	GLUNm
6.3.5.5	GLUNpp
6.3.5.5	HCGALm
6.3.5.6	ASNTRAT
6.3.5.7	GLNTRAT
6.3.5.9	NOT_IN_BIGG_DATABASE
6.4.1.2	ACCOAC
6.4.1.2	ACCOAC_1
6.4.1.2	ACCOACrm
6.4.1.2	ACCOAhi
6.4.1.3	PPCOAC
6.4.1.3	PPCOACm
6.4.1.6	NOT_IN_BIGG_DATABASE
6.4.1.7	NOT_IN_BIGG_DATABASE
6.4.1.8	NOT_IN_BIGG_DATABASE
6.5.1.-	NOT_IN_BIGG_DATABASE
6.5.1.1	NOT_IN_BIGG_DATABASE
6.5.1.2	NOT_IN_BIGG_DATABASE
6.5.1.4	NOT_IN_BIGG_DATABASE
6.6.1.1	MPML
6.6.1.1	MPML_1
6.6.1.2	COCHL
7.1.1.-	NOT_IN_BIGG_DATABASE
7.1.1.1	NOT_IN_BIGG_DATABASE
7.1.1.2	NOT_IN_BIGG_DATABASE
7.1.1.3	NOT_IN_BIGG_DATABASE
7.1.1.7	NOT_IN_BIGG_DATABASE
7.1.1.8	NOT_IN_BIGG_DATABASE
7.1.1.9	NOT_IN_BIGG_DATABASE
7.1.2.2	NOT_IN_BIGG_DATABASE
7.1.3.1	NOT_IN_BIGG_DATABASE
7.2.1.1	NOT_IN_BIGG_DATABASE
7.2.2.-	NOT_IN_BIGG_DATABASE
7.2.2.1	NOT_IN_BIGG_DATABASE
7.2.2.10	NOT_IN_BIGG_DATABASE
7.2.2.14	NOT_IN_BIGG_DATABASE
7.2.2.16	NOT_IN_BIGG_DATABASE
7.2.2.4	NOT_IN_BIGG_DATABASE
7.2.2.5	NOT_IN_BIGG_DATABASE
7.2.2.6	NOT_IN_BIGG_DATABASE
7.2.2.7	NOT_IN_BIGG_DATABASE
7.2.2.8	NOT_IN_BIGG_DATABASE
7.2.3.-	NOT_IN_BIGG_DATABASE
7.2.3.1	NOT_IN_BIGG_DATABASE
7.2.4.2	NOT_IN_BIGG_DATABASE
7.3.2.1	NOT_IN_BIGG_DATABASE
7.3.2.2	NOT_IN_BIGG_DATABASE
7.3.2.3	NOT_IN_BIGG_DATABASE
7.3.2.4	NOT_IN_BIGG_DATABASE
7.3.2.5	NOT_IN_BIGG_DATABASE
7.4.2.1	NOT_IN_BIGG_DATABASE
7.4.2.10	NOT_IN_BIGG_DATABASE
7.4.2.5	NOT_IN_BIGG_DATABASE
7.4.2.8	NOT_IN_BIGG_DATABASE
7.5.2.-	NOT_IN_BIGG_DATABASE
7.5.2.1	NOT_IN_BIGG_DATABASE
7.5.2.10	NOT_IN_BIGG_DATABASE
7.5.2.11	NOT_IN_BIGG_DATABASE
7.5.2.12	NOT_IN_BIGG_DATABASE
7.5.2.14	NOT_IN_BIGG_DATABASE
7.5.2.3	NOT_IN_BIGG_DATABASE
7.5.2.4	NOT_IN_BIGG_DATABASE
7.5.2.5	NOT_IN_BIGG_DATABASE
7.5.2.6	NOT_IN_BIGG_DATABASE
7.5.2.7	NOT_IN_BIGG_DATABASE
7.6.2.-	NOT_IN_BIGG_DATABASE
7.6.2.10	NOT_IN_BIGG_DATABASE
7.6.2.11	NOT_IN_BIGG_DATABASE
7.6.2.12	NOT_IN_BIGG_DATABASE
7.6.2.14	NOT_IN_BIGG_DATABASE
7.6.2.2	NOT_IN_BIGG_DATABASE
7.6.2.5	NOT_IN_BIGG_DATABASE
7.6.2.7	NOT_IN_BIGG_DATABASE
7.6.2.8	NOT_IN_BIGG_DATABASE
7.6.2.9	NOT_IN_BIGG_DATABASE
